"","x","y"
"104","annoying",-0.885804465
"105","annual",5.355092679
"106","anthem style",-2.500921146
"107","anti apple",-3.180193005
"108","anti depressant",-0.525037024
"109","anti glare",5.881048291
"110","anti lock",6.723336965
"111","anticlimatic",-1.180909688
"112","antique",2.002433189
"113","anxious",-1.50062089
"114","apocalyptic",-4.297912521
"115","apologetic",-1.96922867
"116","app",2.841547331
"117","appalling",-1.971284001
"118","apparent",0.338426895
"119","appealing",0.776939277
"120","applicable",4.901666534
"121","appreciative",1.340008548
"122","apprehensive",-2.095121032
"123","appropriate",3.776202465
"124","apt",0.144615608
"125","archetypal",-0.69974777
"126","architectural",6.398602368
"127","arm rest",2.915901532
"128","arrogant",-1.953633311
"129","artical",-0.269036992
"130","artificial",0.979451216
"131","artistic",1.394934826
"132","artists and",3.203286599
"133","artsy",-0.29087389
"134","as is",1.787573509
"135","ashamed",-3.520641872
"136","asian",0.353001054
"137","asian playa",5.402882297
"138","asian sounding",-2.240804654
"139","aspiring",1.421259543
"140","ass kicking",-3.40708648
"141","assertive",-0.658492922
"142","assorted",1.980178504
"143","assy",3.298865436
"144","asthmatic",-1.345603992
"145","astonishing",0.377763246
"146","astronomically priced",0.577701396
"147","astute",-0.968522294
"148","atrocious",-3.190665307
"149","attentive",1.896822285
"150","attorney turned publishing",-1.742209043
"151","attractive",2.344704385
"152","audi league",-13.98894964
"153","audio",4.099033997
"154","audio out",4.369857201
"155","august",2.574491312
"156","authentic",1.720908494
"157","auto attendant",3.807550317
"158","auto discovered",2.167562708
"159","auto focus",3.486118793
"160","auto off",2.566603795
"161","auto tilting",4.852948004
"162","autobiographical",-1.208613482
"163","automanual",5.701596318
"164","automatic",2.843466391
"165","automatically bestselling",17.60439703
"166","automotive",6.062679974
"167","auxiliary",6.927708287
"168","available",4.906123866
"169","availble",3.405651552
"170","avaliable",3.673124682
"171","average",2.330040011
"172","average good",0.420525843
"173","average sized",0.868625107
"174","averaged sized",-0.62427591
"175","avid",4.580027912
"176","awake",-1.980600163
"177","award winning",6.896797142
"178","aware",2.313516579
"179","awesome",2.051292124
"180","awful",0.197040978
"181","awkward",-0.567076667
"182","awry",-3.401119101
"183","b boy",-3.046107542
"184","back in the day",-2.156564068
"185","back in time",0.866481806
"186","back seat",-0.420192476
"187","back side",3.824174736
"188","backstory",-1.68145803
"189","backwards billed",4.375578335
"190","bad",-1.636519784
"191","bake",3.005455999
"192","baked on",4.37152729
"193","balanced",1.634883018
"194","balky",-1.207255596
"195","bang for the buck",2.956582104
"196","bang up",-0.557355976
"197","bare",-0.644499538
"198","barmaid",-1.698112268
"199","base level",1.955430139
"200","basic",3.767157804
"201","bass heavy",-2.044840783
"202","bass line",1.839358833
"203","beachy",1.209824049
"204","bearable",-0.493185922
"205","bearded",-2.66439206
"206","beat heavy",0.781501203
"207","beaty",1.22677635
"208","beautiful",2.491162321
"209","becareful",-0.668148114
"210","beef ribs",1.927393131
"211","beefy",1.131058317
"212","beige",3.255456075
"213","beleive",-1.945294499
"214","believable",-0.822119216
"215","believeable",-1.34268077
"216","bell laced",-0.657565389
"217","beloved",-1.137282192
"218","benevolent",0.044193468
"219","best",4.950096235
"220","best drawn",1.878784843
"221","best handling",0.19675124
"222","bestselling",2.350308578
"223","better ",3.592707237
"224","better feeling",0.334273308
"225","better like",-0.9690591
"226","better than before",0.256741721
"227","bi level",5.606063099
"228","bi monthly",5.452241758
"229","bible",-0.264136515
"230","biblical",-0.160530275
"231","big",1.65611562
"232","big breasted",-5.205095717
"233","big hearted",-1.485095261
"234","big multi",-2.537506425
"235","big screen",1.18001409
"236","big time",0.910532062
"237","biker chick",-2.934316211
"238","biological",2.319304712
"239","bite sized",1.511808282
"240","bittersweet",-0.743899269
"241","bizarre",-1.830967529
"242","black",1.015797295
"243","black market",-2.290804101
"244","blameless",-0.947224429
"245","bland",1.673817326
"246","blank",1.698440311
"247","blatant",-1.090873028
"248","bleary eyed",-1.646745357
"249","blind",0.495857288
"250","blinding",-2.343513348
"251","bloated",-1.525194682
"252","blonde",-1.235605995
"253","bloody",-2.202766602
"254","blow out",0.12933196
"255","blue",2.255277834
"256","blunt",-1.18554174
"257","blush white",6.23182427
"258","bodice ripping",-2.10311544
"259","bodily",-1.021071728
"260","bodily noise",-2.093684778
"261","body colored",4.731857138
"262","body on frame",1.47371369
"263","bold",0.805804916
"264","book lined",-0.462104273
"265","booted",0.094478076
"266","booty dancing",-5.588402561
"267","booze and puke",0.898319605
"268","borderless",3.258588386
"269","borderline",-0.173868654
"270","bored",-1.046081644
"271","boresome ",-1.134893905
"272","boring",-0.362669961
"273","bothersome",0.385681486
"274","bottled",3.020854797
"275","bouffant",-0.114508777
"276","bouncy",-1.218138912
"277","boxy",2.405577242
"278","boy bait",-8.016441996
"279","braided",3.576375872
"280","brain racking",-3.592079493
"281","brainless",-2.93096335
"282","brand new",2.760641423
"283","brand spankin",-0.265588174
"284","brand spankin' new",0.093848947
"285","brash",-1.010044563
"286","brassy",-0.9909529
"287","brave",-1.544895747
"288","brazen",-3.360678723
"289","break in",-0.134603295
"290","breaking in",-0.413897726
"291","breath taking",5.207789899
"292","breathless",-3.47485313
"293","breathtaking",3.659791729
"294","bride to be",-1.217563592
"295","brief",3.040378595
"296","bright",2.041361898
"297","brilliant",0.621693403
"298","brittle",-0.73952092
"299","broad",3.981951568
"300","bronze",1.975978167
"301","brown",1.879163559
"302","brown edged",-1.397532618
"303","brushed aluminum",5.1563176
"304","brutal",-3.426862594
"305","bubble butt",0.504750133
"306","bubble gum",-0.935815468
"307","bubbly",2.177897496
"308","bucket like",-1.402593403
"309","budget conscious",5.538558826
"310","budget minded",3.818431537
"311","buff",0.47355259
"312","built in",4.828903328
"313","built to last",4.899374884
"314","bulky",4.022646429
"315","bumpy",0.545967834
"316","burble",-1.628484438
"317","bus like",-1.493983745
"318","bus stop",0.345543381
"319","businesslike",0.009659808
"320","busted",-2.154146089
"321","busy",1.920674844
"322","butt crack",-2.530367441
"323","by the way",-1.058416929
"324","c class",4.168172296
"325","c walking",-0.48158402
"326","cafeteria style",2.252511288
"327","cafeteria type",-0.039157878
"328","california based",1.913917154
"329","call screen",0.563401354
"330","caller id",2.820161053
"331","calm",-0.08384723
"332","canary",1.386070893
"333","canibus like",8.619749206
"334","canned",1.502412442
"335","canned tasting",-9.402075019
"336","capable",2.760433733
"337","capacious",-0.238370359
"338","capitalist",-1.330932276
"339","captivating",2.146791855
"340","car seat",1.936247352
"341","careful",0.975218922
"342","carpal",0.456976736
"343","casio drumbeat",7.794211205
"344","cassette tape",2.693488148
"345","casual",-0.346629082
"346","cat called",-1.912052615
"347","catastrophic",-0.338705702
"348","catch all",0.930592613
"349","catchy",0.179229052
"350","caustic",-0.617307582
"351","cautious",-1.638926197
"352","cavernous",-1.134107731
"353","cd r",4.824942885
"354","cd rw",3.935484016
"355","cell phone",0.974313179
"356","cellular",2.526183083
"357","center",4.92096298
"358","central",2.424243606
"359","centrifugal",2.935701616
"360","ceramic",3.726979066
"361","ceremonial",-0.690366313
"362","cha cha",2.109490535
"363","challenging",2.902923711
"364","change of heart",-1.520924947
"365","chaotic",-0.520470507
"366","character driven",-0.608554319
"367","characteristic",0.884066554
"368","characterless",-1.830339969
"369","charismatic",-0.462932889
"370","charitable ",5.04240608
"371","charming",-0.265056115
"372","cheap",0.355310301
"373","cheap o",-2.63745865
"374","check in",5.87632467
"375","checked out",2.589488894
"376","cheeky",-2.354393096
"377","cherry",0.416253942
"378","cherubic",-1.924048929
"379","chewy",2.101119859
"380","chi town",-1.292258708
"381","chic",1.060550792
"382","chicken soupy",-1.293521605
"383","chief",1.996043942
"384","child like",-2.283133835
"385","childish",-0.85243182
"386","childlike",-1.408093429
"387","chilled out",-0.401649468
"388","chilly",-0.698637052
"389","chip and seal",4.187440816
"390","choppy",1.072168187
"391","chrome rimmed",4.667852074
"392","chronic",-0.749448885
"393","chubby",-5.655366213
"394","chunky",-0.179878702
"395","cinematic",-0.826478434
"396","circular",0.54099978
"397","city sorrow",-2.63469598
"398","civil",0.496106363
"399","civilized",-1.359978986
"400","cl s",0.797255936
"401","clan like",1.860478847
"402","classic",1.315958752
"403","classical",3.367367479
"404","classy",0.095563457
"405","clean",1.896803361
"406","clear",1.28976022
"407","clear bodied",2.702471806
"408","clever",-0.012303259
"409","cliff hanging",-3.29366802
"410","climate control",6.656019406
"411","climatic",2.508957584
"412","clinical",3.451071703
"413","clock handset",12.63401373
"414","cloudless",-1.503097838
"415","cloudy",2.039351831
"416","club ready",-2.543404761
"417","clumsy",-0.138199615
"418","clunky",0.007826801
"419","co owns",1.121500004
"420","co produced",1.498108587
"421","coarse",1.464802765
"422","cockpit like",-0.06945122
"423","cocky",-2.364382874
"424","cofortable",-3.493277201
"425","cogent",-1.102861116
"426","cognizant",2.804886619
"427","coherent",1.16822577
"428","cold",0.137093615
"429","collectible",2.919273682
"430","collective",0.974367227
"431","color matched",1.942205421
"432","colored",0.658254887
"433","colorful",3.560352068
"434","coloured",0.121324821
"435","column mounted",0.53039383
"436","comedic",-2.141171574
"437","comfortable",2.903027657
"438","comic",-1.726059723
"439","comical",-1.242843938
"440","coming of age",-1.367991924
"441","coming of age isms",17.62517954
"442","commecial",0.477334008
"443","commendable",-0.070238087
"444","commensurate",2.173502918
"445","commercial",4.026602402
"446","commercial style",1.692747997
"447","commercial type",1.889502739
"448","common",1.706896149
"449","commonplace",0.46896423
"450","comp",0.952867046
"451","compact",4.395955828
"452","comparable",2.668811716
"453","compartment mounted",7.348144546
"454","compatible",2.589585769
"455","compelling",1.403988353
"456","competent",1.306191535
"457","competitive",3.715945643
"458","complementary",3.801385691
"459","complete",3.529490139
"460","complex",2.984602053
"461","complimentary",4.640431538
"462","comprehensible",2.570388521
"463","comprehensive",5.267164961
"464","compulsive",-1.652009432
"465","computer inspired",-2.224523955
"466","conceptual",2.098616204
"467","concise",4.777432988
"468","concrete",0.085154577
"469","condensed",3.458762657
"470","conducive",1.826807421
"471","conductive",4.943090012
"472","confident",1.592556783
"473","configurable",3.601261948
"474","conformist",-2.155957293
"475","confusing",-1.020363719
"476","congested",0.069732606
"477","conscious",-0.665972402
"478","conservative",-0.65275165
"479","considerable",0.999281007
"480","considerate",-0.663962499
"481","consistent",2.825049422
"482","constant",1.582619347
"483","consummate",-0.199639753
"484","contageous",-1.227638395
"485","contemporary",2.983702407
"486","continental",3.661494897
"487","continual",2.013732054
"488","continuous",3.916969799
"489","contractual",3.018555091
"490","controllable",2.573872395
"491","controversial",-1.272667166
"492","convenient",2.391441103
"493","conventional",1.472067993
"494","convincing",-1.270688529
"495","convoluted",-1.808728631
"496","cooked on",1.953423387
"497","cool",1.446339993
"498","cool looking",1.329652678
"499","cooler headed",-3.296023529
"500","cooler than usual",-1.671246431
"501","cooped",-2.427352625
"502","cop r chef",6.078908994
"503","copper bottomed",-4.233081704
"504","copper core",1.201633254
"505","cord adaptor",5.808662801
"506","cordial",-0.176523133
"507","cordless",5.548937711
"508","corked",-2.047740615
"509","corner exit",-0.456969365
"510","corny",-2.085061538
"511","coronal",2.520315692
"512","corporate",5.241407157
"513","correct",3.279190298
"514","corrupt",-3.360099142
"515","cost cutting",-0.791478833
"516","costly",1.49269953
"517","cotton pickin",-3.168472811
"518","cotton picking",-4.541443059
"519","counter feminist",-2.606004045
"520","counter service",2.511350914
"521","countless",0.146352805
"522","couple",0.731996189
"523","courageous",0.518777986
"524","court room",-0.962698923
"525","courteous",1.863589704
"526","cover ups",-1.936972082
"527","cozy",3.043818812
"528","cpu intensive",0.340790918
"529","cpu sapping",12.95132847
"530","cra zy",-3.091517343
"531","crack wh",-6.33349549
"532","cranial",0.184751212
"533","cranky",-2.302359973
"534","crass",-4.070304895
"535","crazed",-3.905405787
"536","crazy",-0.233586718
"537","creaky",-1.570707601
"538","creative",4.002616838
"539","credible",-0.98966735
"540","creepy",-1.742865714
"541","criminal",0.360672646
"542","crisp",3.754002935
"543","critical",3.118314373
"544","crooked",-1.064801555
"545","cross mesh",2.603512471
"546","cross platform",3.448357949
"547","crucial",1.511609251
"548","crud",0.286693942
"549","cruel",-3.077491436
"550","crumbling",-2.046816107
"551","crummy",-2.045676024
"552","cryptic",0.38775768
"553","cryptographic",2.612806628
"554","cube diss",-4.053404326
"555","cube xbox",-12.55467796
"556","cubic",1.647544249
"557","culinary",4.488339766
"558","cultural",3.054293331
"559","cumbersome",2.784369466
"560","cupid",-1.555334055
"561","cupid curls",4.901978537
"562","curious",-0.025027194
"563","curly",-1.714514409
"564","current",3.612190621
"565","cursory",-1.276286229
"566","curved",1.265667101
"567","cushion handled",23.45928737
"568","cushiony",0.546193699
"569","customary",1.077640118
"570","cut rate",-1.210218203
"571","cute",-0.865473676
"572","cynical",-2.462238862
"573","daily",1.801796511
"574","dainty",-0.307132615
"575","damaging",-1.658660948
"576","damn",-1.590839112
"577","danceable",1.096630423
"578","dandy",-1.063561273
"579","dangerous",-1.027891514
"580","dark",-0.300173986
"581","darker and funnier than expected",-4.0923749
"582","darn",0.427396295
"583","dash mounted",3.743061482
"584","data intensive",5.592037239
"585","day jobs",0.422886911
"586","dazzling",2.324882718
"587","de emphasize",0.147816784
"588","de sensitized",-2.251232743
"589","dead",-1.192153631
"590","deadly",-2.222553782
"591","dear",0.940172092
"592","death and",-2.682655982
"593","debatable",-3.386369687
"594","debilitating",-2.372645965
"595","decadent",-1.566311683
"596","deceased",0.97451926
"597","decent",-0.370769317
"598","decent sized",0.79785315
"599","decisive",0.657489515
"600","decorative",6.065353211
"601","deejay turned teacher turned",6.873409385
"602","defective",0.861715247
"603","defensive",-0.237847299
"604","defiant",-2.179207749
"605","deficient",1.036604711
"606","delicate",0.569597464
"607","delicious",2.137670939
"608","delightful",3.375819629
"609","deluded",-4.159967518
"610","delusional",-2.839505379
"611","deluxe",4.342768144
"612","demographic",1.60231369
"613","dense",2.46361004
"614","deodorant",2.429122381
"615","dependable",4.635474596
"616","dependent",2.236369301
"617","deplorable",-2.566885648
"618","depressed",-2.968807723
"619","derogatory",-3.826725977
"620","descriptive",2.950112832
"621","deserving",1.588436486
"622","design wise",0.487119647
"623","desirable",3.083686195
"624","desolate",-2.496502039
"625","desperate",-1.830249526
"626","desultory",-2.331073813
"627","detailed",5.176688649
"628","detestable",-2.669284777
"629","dexterous",-0.349353793
"630","diabolical",-2.966974403
"631","dial by name",2.228774204
"632","different",3.09049104
"633","difficult",2.142538933
"634","digital",6.300270427
"635","dilapidated",-0.225717425
"636","diligent",1.444884708
"637","dim",0.027917252
"638","dimensional",4.034486814
"639","diminutive",0.743360473
"640","dingy",-0.416697181
"641","dionysian",-1.974828554
"642","dire",2.416247377
"643","direct",3.943115183
"644","directional",4.201120244
"645","directorial",-0.143575849
"646","dirty",-0.910582213
"647","disabled",2.538875249
"648","disappointing",0.288128817
"649","disasterous",-2.033749709
"650","discernable",0.528597135
"651","disconcerting",-0.756978413
"652","discontented ",-0.750840042
"653","discouraging",-0.778067661
"654","discriminating",-1.656172418
"655","diseased",-1.855762715
"656","disgusting",-3.927575554
"657","disheveled",-1.582761166
"658","dishwasher safe",11.9514013
"659","disimilar",0.371661906
"660","dismal",0.073737687
"661","disobedient",-1.559059875
"662","disorderly",0.02871013
"663","disorganized",0.188395547
"664","dissatisfied",-0.436839662
"665","distant",0.282249585
"666","distinct",1.932139084
"667","distinctive",3.057655324
"668","disturbing",-1.304640071
"669","divine",-2.117787683
"670","do it yourself",3.032480967
"671","documentary",-0.193561809
"672","dog tracking",0.029536269
"673","dogged",-1.336889545
"674","dolly bird",-1.655394537
"675","domed",2.999614863
"676","domestic",2.014556163
"677","door side",0.382961614
"678","double",2.443194074
"679","double click",2.798686862
"680","double cross",-2.719657537
"681","double duty",2.271454957
"682","double riveted",4.389398057
"683","down at the heels",-2.371863079
"684","down home",1.81144328
"685","down shift",0.737298529
"686","down shifting",-1.006557654
"687","down to earth",4.204532468
"688","drab",0.05608469
"689","drama free",0.373473269
"690","dramatic",1.622432334
"691","dreadful",-2.038602655
"692","dreamlike",-0.589841193
"693","dreamy",-0.612296632
"694","dreary",-3.00655619
"695","dribble",-0.203470233
"696","drivable",1.445750405
"697","drive by shooting",-2.327829291
"698","drive train",5.480554178
"699","driver oriented",3.457748003
"700","driver side",4.47544706
"701","drugged out",-3.240820567
"702","drunk",-2.374356031
"703","drunken",-1.999174109
"704","dry",2.248265327
"705","dual",3.078895893
"706","dual mass",0.916960939
"707","dual stage",6.6708834
"708","dual zone",10.12484478
"709","dubious",-0.688336096
"710","due",1.723196788
"711","dull",-2.420277057
"712","dumb",-2.326461535
"713","dummy",-0.453036668
"714","duplex",3.167844791
"715","duplicate",3.30142495
"716","durable",6.061230271
"717","dvd r",4.142647601
"718","dwarf friend",-0.606010194
"719","dysfunctional",-1.290845925
"720","e a ski",-2.051396737
"721","e mail",4.061934577
"722","e mailed",2.75003352
"723","e mailing",3.922050357
"724","e mails",1.925886602
"725","e swift",-2.284355659
"726","eager",0.029877268
"727","ear drums",-2.137841824
"728","early",2.155660218
"729","earnest",-0.893408689
"730","earthly",0.062114517
"731","earthy",1.245488769
"732","easier ",4.375384054
"733","east",2.251000805
"734","east coast",2.109331345
"735","easy",2.774043862
"736","easy to carry",5.556258112
"737","easy to read",4.289456552
"738","easy to use",7.077276561
"739","eazy e",-6.295404662
"740","eccentric",-0.171779468
"741","eclectic",3.258119166
"742","eco jargon",7.177813915
"743","econo car",-3.100684596
"744","economic",1.779238113
"745","economical",3.361744964
"746","ecstatic",-1.858236923
"747","edgy",-1.948969742
"748","educational",5.729895357
"749","eerie",-1.701975495
"750","effective",3.557775496
"751","efficient",3.807624723
"752","effortless",3.04957165
"753","egregious",-2.745386808
"754","eight year old",-0.960797419
"755","el fudge",-0.188817665
"756","elaborate",-1.565760971
"757","elder",2.306683781
"758","elderly",-1.648477577
"759","electric",1.719397725
"760","electrical",3.7317581
"761","electro tinged",0.35319095
"762","electro welded",0.296362947
"763","electronic",5.164350517
"764","elegant",2.196925983
"765","elementary",3.090937571
"766","elfin",-0.417089111
"767","emotional",-0.031854825
"768","emotionally invested",-2.2686505
"769","empirical",-0.406584476
"770","empty",-0.689144438
"771","end of life",-0.516477769
"772","endearing",-0.695554041
"773","ending that",-1.559453499
"774","endless",-0.366342482
"775","energetic",2.846180553
"776","energy saving",6.255270609
"777","engaging",1.088093906
"778","engrossing",-0.127602171
"779","enjoyable",2.655141483
"780","enlightened",-1.159858522
"781","enthralling",1.835582748
"782","enthusiastic",2.227226733
"783","entire",1.996897107
"784","enviable",2.830553028
"785","envious",-3.74805455
"786","environmental",3.949038615
"787","episodic",-0.067818572
"788","equal",1.370922852
"789","equitable",1.950169534
"790","ergonomic",9.172324937
"791","erotic",-1.383605965
"792","esoteric",0.29273435
"793","essential",2.947961539
"794","etch a sketch",-1.616022349
"795","eternal",-2.113655403
"796","ethereal",-0.092591742
"797","euphonious",-2.801927781
"798","euro esque",-6.164691794
"799","european",1.94873321
"800","evasive",-4.627710468
"801","eventful",0.447046214
"802","eventual",-1.666496108
"803","ever evolving",2.881327896
"804","ever faithful",-1.725976431
"805","ever wonderful",-2.538765955
"806","everlasting ",0.001842331
"807","every other word is f",-1.955614343
"808","every so often",-1.126509584
"809","everyday",1.49073775
"810","everything one",-0.051708629
"811","evident",-0.544290256
"812","evil",-2.756400098
"813","evocative",1.767292218
"814","ex girlfriendexistent",-4.274670336
"815","exact",1.538348102
"816","excellent",5.430402216
"817","exceptional",4.17550122
"818","excessive",-2.515844262
"819","exciting",4.48167495
"820","exclusive",1.548417163
"821","exempt",2.248472163
"822","exotic",0.867197019
"823","expandable",5.49798348
"824","expansive",3.292611936
"825","expensive",1.865086562
"826","experimental",2.736296318
"827","expert exchange",-1.614555815
"828","explanatory",1.545124281
"829","explicit",-0.766963049
"830","exploratory",1.496058805
"831","exquisite",2.923397732
"832","extendable",4.782821356
"833","extended metaphor",-2.782621085
"834","extensive",3.714293689
"835","exterior",3.417471997
"836","external",3.810882563
"837","extra",1.856902433
"838","extraordinary",0.853245069
"839","extraterrestrial",0.20945561
"840","exuberant",-0.332303293
"841","eyes locked on you",-2.831089185
"842","f words",-3.12625433
"843","fabolous",-5.840894968
"844","fabulous",-1.268499998
"845","facial",-1.90013392
"846","factual",-0.0110771
"847","faint",-1.870622884
"848","fair",0.763854519
"849","fairground inspired",6.691113948
"850","faithful",-1.783044508
"851","fake",-2.84976493
"852","fake a",-2.475014514
"853","falls off",-0.385450794
"854","false",-0.693398385
"855","fam lay",-2.101099692
"856","fam lay's",7.35900915
"857","familiar",1.38345844
"858","famous",0.980265961
"859","fanastic",0.042535513
"860","fanciful",-0.297218567
"861","fantastic",2.293063312
"862","fantastical",-2.516954179
"863","far fetched",-2.816736762
"864","fascinating",0.43316146
"865","fast cooking",3.200792386
"866","fast food",-0.04664052
"867","fast forwards",-2.59385603
"868","fast paced",6.697619788
"869","fat",0.15527228
"870","fatal",-1.972000155
"871","faulty",1.126297017
"872","favorable",0.956368192
"873","favorite",3.303685767
"874","fe male",-1.120321818
"875","fearless",-0.687070609
"876","fearsome",-0.653094984
"877","feathered",-0.318658298
"878","feature packed",6.786075182
"879","featureless",0.344953353
"880","fed ex",3.632226494
"881","fed up",0.062713724
"882","federal",4.227685079
"883","feel good",1.298429369
"884","feisty offbeat",6.205687121
"885","feminist",-0.62490736
"886","fenced",2.684943451
"887","festive",2.104070153
"888","fever wracked",0.038210358
"889","few person",-2.070115229
"890","fictional",-0.366926743
"891","fictitious",-0.017902883
"892","fierce",-3.066583867
"893","fiery",1.295231395
"894","fifth",1.997174483
"895","fifties style",0.52775431
"896","fifty something",-0.755530774
"897","file sharing",1.646412472
"898","fill up",1.047255533
"899","film wise",-1.620758614
"900","filmy",-2.416365322
"901","filthy",-4.21369181
"902","final",2.750743415
"903","financial",5.607782904
"904","fine",2.785556912
"905","fine dining",9.903090539
"906","finger tip",0.999260168
"907","finnish",2.66866872
"908","fire engine",1.04603229
"909","firm",3.574393767
"910","first",3.789555764
"911","first class",5.844629356
"912","first floor",4.526490005
"913","first person",0.998092109
"914","first rate",2.06397526
"915","fist fight",-3.446414699
"916","fit",1.749260346
"917","fitting",0.73854518
"918","five diamond",5.519476892
"919","five door",2.090241216
"920","five spoke",3.557442679
"921","five star",7.019304435
"922","flaky",0.015272831
"923","flashy",1.97783091
"924","flat",2.838416836
"925","flat footed",-1.566117811
"926","flat head",2.386123405
"927","flat out",-1.869432205
"928","flat panel",3.448852312
"929","flavored",2.776479388
"930","flawless",2.028234645
"931","flea marketing",4.970019764
"932","flexible",5.863560782
"933","flicker free",4.025093712
"934","flimsy",-1.459880745
"935","flip out",-0.818034281
"936","flip top",4.606613415
"937","flipping",0.887826578
"938","flirtatious",-0.875069504
"939","floor mounted",7.123471354
"940","floppy",1.925451951
"941","flow wise",0.978112337
"942","fluffy",-0.270224181
"943","flush",0.99368796
"944","foam filled",3.593039961
"945","focal",3.528670213
"946","fold down",7.193616169
"947","fold up",2.138522473
"948","folding",3.958714757
"949","follow up",2.55806462
"950","fond",0.560821308
"951","food laden",-1.041211686
"952","foolish",-2.105583029
"953","foolproof",0.82476309
"954","forceful",-0.989557088
"955","foreign",2.333434921
"956","foremost",0.63703845
"957","forgettable",-0.372164497
"958","forgivable",-1.578497454
"959","forked",0.373928878
"960","form factor",6.271745723
"961","formal",2.514335844
"962","formative",1.004132296
"963","former",2.087893376
"964","former underground",-2.371214138
"965","formidable",1.55786554
"966","formulaic",0.433484563
"967","fortunate",5.265891809
"968","forty something",-1.619926229
"969","foul",-3.098829367
"970","foul mouthed",-3.539598755
"971","four door",5.94683954
"972","four letter",-0.444947264
"973","four port",5.560043251
"974","four pot",-0.034565261
"975","four speed",8.659397233
"976","four way",2.420378197
"977","four wheel",5.394557945
"978","fourth",3.124636534
"979","fragile",0.39625166
"980","frameless",3.61116631
"981","fraudulent",2.630043694
"982","frayed",0.466178702
"983","freaky",-4.101946589
"984","free",3.870279347
"985","free associate",-3.443429156
"986","freeze ups",0.100724558
"987","frequent",1.418092988
"988","fresh",1.729035749
"989","freshen up",0.811103558
"990","freshly squeezed",1.363065778
"991","fret and worry",-1.112984052
"992","friendly",4.175993335
"993","frigid",-0.130646454
"994","frilly",-0.872062489
"995","front drive",3.610139245
"996","front seat",1.66713734
"997","front wheel",5.726571579
"998","front wheel drive",4.984297599
"999","frontal",-2.322832573
"1000","fruitful",2.698990713
"1001","frustrated",-3.945972643
"1002","frustrating",0.383367332
"1003","fugitive",-2.480217897
"1004","full",1.897378883
"1005","full featured",5.881590544
"1006","full fledged",-0.535463436
"1007","full frontal",-6.41592076
"1008","full length",-0.934318282
"1009","full service",7.505280277
"1010","full size",0.959060393
"1011","full speed",-0.800442065
"1012","full time",4.411789625
"1013","fun filled",7.472705828
"1014","fun loving",1.990578345
"1015","fun to drive",3.082844991
"1016","functional",2.946261428
"1017","funk based",1.152094504
"1018","funk electronica",2.587021136
