"","x","y"
"714","devolve",-1
"715","devolved",-1
"716","devolves",-1
"717","devolving",-1
"718","difficult",-1
"719","difficulties",-1
"720","difficultly",-1
"721","difficulty",-1
"722","diligent",1
"723","diligently",1
"724","diminish",-1
"725","diminished",-1
"726","diminishes",-1
"727","diminishing",-1
"728","diminution",-1
"729","disadvantage",-1
"730","disadvantaged",-1
"731","disadvantageous",-1
"732","disadvantages",-1
"733","disaffiliation",-1
"734","disagree",-1
"735","disagreeable",-1
"736","disagreed",-1
"737","disagreeing",-1
"738","disagreement",-1
"739","disagreements",-1
"740","disagrees",-1
"741","disallow",-1
"742","disallowance",-1
"743","disallowances",-1
"744","disallowed",-1
"745","disallowing",-1
"746","disallows",-1
"747","disappear",-1
"748","disappearance",-1
"749","disappearances",-1
"750","disappeared",-1
"751","disappearing",-1
"752","disappears",-1
"753","disappoint",-1
"754","disappointed",-1
"755","disappointing",-1
"756","disappointingly",-1
"757","disappointment",-1
"758","disappointments",-1
"759","disappoints",-1
"760","disapproval",-1
"761","disapprovals",-1
"762","disapprove",-1
"763","disapproved",-1
"764","disapproves",-1
"765","disapproving",-1
"766","disassociates",-1
"767","disassociating",-1
"768","disassociation",-1
"769","disassociations",-1
"770","disaster",-1
"771","disasters",-1
"772","disastrous",-1
"773","disastrously",-1
"774","disavow",-1
"775","disavowal",-1
"776","disavowed",-1
"777","disavowing",-1
"778","disavows",-1
"779","disciplinary",-1
"780","disclaim",-1
"781","disclaimed",-1
"782","disclaimer",-1
"783","disclaimers",-1
"784","disclaiming",-1
"785","disclaims",-1
"786","disclose",-1
"787","disclosed",-1
"788","discloses",-1
"789","disclosing",-1
"790","discontinuance",-1
"791","discontinuances",-1
"792","discontinuation",-1
"793","discontinuations",-1
"794","discontinue",-1
"795","discontinued",-1
"796","discontinues",-1
"797","discontinuing",-1
"798","discourage",-1
"799","discouraged",-1
"800","discourages",-1
"801","discouraging",-1
"802","discredit",-1
"803","discredited",-1
"804","discrediting",-1
"805","discredits",-1
"806","discrepancies",-1
"807","discrepancy",-1
"808","disfavor",-1
"809","disfavored",-1
"810","disfavoring",-1
"811","disfavors",-1
"812","disgorge",-1
"813","disgorged",-1
"814","disgorgement",-1
"815","disgorgements",-1
"816","disgorges",-1
"817","disgorging",-1
"818","disgrace",-1
"819","disgraceful",-1
"820","disgracefully",-1
"821","dishonest",-1
"822","dishonestly",-1
"823","dishonesty",-1
"824","dishonor",-1
"825","dishonorable",-1
"826","dishonorably",-1
"827","dishonored",-1
"828","dishonoring",-1
"829","dishonors",-1
"830","disincentives",-1
"831","disinterested",-1
"832","disinterestedly",-1
"833","disinterestedness",-1
"834","disloyal",-1
"835","disloyally",-1
"836","disloyalty",-1
"837","dismal",-1
"838","dismally",-1
"839","dismiss",-1
"840","dismissal",-1
"841","dismissals",-1
"842","dismissed",-1
"843","dismisses",-1
"844","dismissing",-1
"845","disorderly",-1
"846","disparage",-1
"847","disparaged",-1
"848","disparagement",-1
"849","disparagements",-1
"850","disparages",-1
"851","disparaging",-1
"852","disparagingly",-1
"853","disparities",-1
"854","disparity",-1
"855","displace",-1
"856","displaced",-1
"857","displacement",-1
"858","displacements",-1
"859","displaces",-1
"860","displacing",-1
"861","dispose",-1
"862","dispossess",-1
"863","dispossessed",-1
"864","dispossesses",-1
"865","dispossessing",-1
"866","disproportion",-1
"867","disproportional",-1
"868","disproportionate",-1
"869","disproportionately",-1
"870","dispute",-1
"871","disputed",-1
"872","disputes",-1
"873","disputing",-1
"874","disqualification",-1
"875","disqualifications",-1
"876","disqualified",-1
"877","disqualifies",-1
"878","disqualify",-1
"879","disqualifying",-1
"880","disregard",-1
"881","disregarded",-1
"882","disregarding",-1
"883","disregards",-1
"884","disreputable",-1
"885","disrepute",-1
"886","disrupt",-1
"887","disrupted",-1
"888","disrupting",-1
"889","disruption",-1
"890","disruptions",-1
"891","disruptive",-1
"892","disrupts",-1
"893","dissatisfaction",-1
"894","dissatisfied",-1
"895","dissent",-1
"896","dissented",-1
"897","dissenter",-1
"898","dissenters",-1
"899","dissenting",-1
"900","dissents",-1
"901","dissident",-1
"902","dissidents",-1
"903","dissolution",-1
"904","dissolutions",-1
"905","distinction",1
"906","distinctions",1
"907","distinctive",1
"908","distinctively",1
"909","distinctiveness",1
"910","distort",-1
"911","distorted",-1
"912","distorting",-1
"913","distortion",-1
"914","distortions",-1
"915","distorts",-1
"916","distract",-1
"917","distracted",-1
"918","distracting",-1
"919","distraction",-1
"920","distractions",-1
"921","distracts",-1
"922","distress",-1
"923","distressed",-1
"924","disturb",-1
"925","disturbance",-1
"926","disturbances",-1
"927","disturbed",-1
"928","disturbing",-1
"929","disturbs",-1
"930","diversion",-1
"931","divert",-1
"932","diverted",-1
"933","diverting",-1
"934","diverts",-1
"935","divest",-1
"936","divested",-1
"937","divesting",-1
"938","divestiture",-1
"939","divestitures",-1
"940","divestment",-1
"941","divestments",-1
"942","divests",-1
"943","divorce",-1
"944","divorced",-1
"945","divulge",-1
"946","divulged",-1
"947","divulges",-1
"948","divulging",-1
"949","doubt",-1
"950","doubted",-1
"951","doubtful",-1
"952","doubts",-1
"953","downgrade",-1
"954","downgraded",-1
"955","downgrades",-1
"956","downgrading",-1
"957","downsize",-1
"958","downsized",-1
"959","downsizes",-1
"960","downsizing",-1
"961","downsizings",-1
"962","downtime",-1
"963","downtimes",-1
"964","downturn",-1
"965","downturns",-1
"966","downward",-1
"967","downwards",-1
"968","drag",-1
"969","drastic",-1
"970","drastically",-1
"971","drawback",-1
"972","drawbacks",-1
"973","dream",1
"974","dropped",-1
"975","drought",-1
"976","droughts",-1
"977","duress",-1
"978","dysfunction",-1
"979","dysfunctional",-1
"980","dysfunctions",-1
"981","easier",1
"982","easily",1
"983","easing",-1
"984","easy",1
"985","effective",1
"986","efficiencies",1
"987","efficiency",1
"988","efficient",1
"989","efficiently",1
"990","egregious",-1
"991","egregiously",-1
"992","embargo",-1
"993","embargoed",-1
"994","embargoes",-1
"995","embargoing",-1
"996","embarrass",-1
"997","embarrassed",-1
"998","embarrasses",-1
"999","embarrassing",-1
"1000","embarrassment",-1
"1001","embarrassments",-1
"1002","embezzle",-1
"1003","embezzled",-1
"1004","embezzlement",-1
"1005","embezzlements",-1
"1006","embezzler",-1
"1007","embezzles",-1
"1008","embezzling",-1
"1009","empower",1
"1010","empowered",1
"1011","empowering",1
"1012","empowers",1
"1013","enable",1
"1014","enabled",1
"1015","enables",1
"1016","enabling",1
"1017","encouraged",1
"1018","encouragement",1
"1019","encourages",1
"1020","encouraging",1
"1021","encroach",-1
"1022","encroached",-1
"1023","encroaches",-1
"1024","encroaching",-1
"1025","encroachment",-1
"1026","encroachments",-1
"1027","encumber",-1
"1028","encumbered",-1
"1029","encumbering",-1
"1030","encumbers",-1
"1031","encumbrance",-1
"1032","encumbrances",-1
"1033","endanger",-1
"1034","endangered",-1
"1035","endangering",-1
"1036","endangerment",-1
"1037","endangers",-1
"1038","enhance",1
"1039","enhanced",1
"1040","enhancement",1
"1041","enhancements",1
"1042","enhances",1
"1043","enhancing",1
"1044","enjoin",-1
"1045","enjoined",-1
"1046","enjoining",-1
"1047","enjoins",-1
"1048","enjoy",1
"1049","enjoyable",1
"1050","enjoyably",1
"1051","enjoyed",1
"1052","enjoying",1
"1053","enjoyment",1
"1054","enjoys",1
"1055","enthusiasm",1
"1056","enthusiastic",1
"1057","enthusiastically",1
"1058","erode",-1
"1059","eroded",-1
"1060","erodes",-1
"1061","eroding",-1
"1062","erosion",-1
"1063","erratic",-1
"1064","erratically",-1
"1065","erred",-1
"1066","erring",-1
"1067","erroneous",-1
"1068","erroneously",-1
"1069","error",-1
"1070","errors",-1
"1071","errs",-1
"1072","escalate",-1
"1073","escalated",-1
"1074","escalates",-1
"1075","escalating",-1
"1076","evade",-1
"1077","evaded",-1
"1078","evades",-1
"1079","evading",-1
"1080","evasion",-1
"1081","evasions",-1
"1082","evasive",-1
"1083","evict",-1
"1084","evicted",-1
"1085","evicting",-1
"1086","eviction",-1
"1087","evictions",-1
"1088","evicts",-1
"1089","exacerbate",-1
"1090","exacerbated",-1
"1091","exacerbates",-1
"1092","exacerbating",-1
"1093","exacerbation",-1
"1094","exacerbations",-1
"1095","exaggerate",-1
"1096","exaggerated",-1
"1097","exaggerates",-1
"1098","exaggerating",-1
"1099","exaggeration",-1
"1100","excellence",1
"1101","excellent",1
"1102","excelling",1
"1103","excels",1
"1104","exceptional",1
"1105","exceptionally",1
"1106","excessive",-1
"1107","excessively",-1
"1108","excited",1
"1109","excitement",1
"1110","exciting",1
"1111","exclusive",1
"1112","exclusively",1
"1113","exclusiveness",1
"1114","exclusives",1
"1115","exclusivity",1
"1116","exculpate",-1
"1117","exculpated",-1
"1118","exculpates",-1
"1119","exculpating",-1
"1120","exculpation",-1
"1121","exculpations",-1
"1122","exculpatory",-1
"1123","exemplary",1
"1124","exonerate",-1
"1125","exonerated",-1
"1126","exonerates",-1
"1127","exonerating",-1
"1128","exoneration",-1
"1129","exonerations",-1
"1130","exploit",-1
"1131","exploitation",-1
"1132","exploitations",-1
"1133","exploitative",-1
"1134","exploited",-1
"1135","exploiting",-1
"1136","exploits",-1
"1137","expose",-1
"1138","exposed",-1
"1139","exposes",-1
"1140","exposing",-1
"1141","expropriate",-1
"1142","expropriated",-1
"1143","expropriates",-1
"1144","expropriating",-1
"1145","expropriation",-1
"1146","expropriations",-1
"1147","expulsion",-1
"1148","expulsions",-1
"1149","extenuating",-1
"1150","fail",-1
"1151","failed",-1
"1152","failing",-1
"1153","failings",-1
"1154","fails",-1
"1155","failure",-1
"1156","failures",-1
"1157","fallout",-1
"1158","falsely",-1
"1159","falsification",-1
"1160","falsifications",-1
"1161","falsified",-1
"1162","falsifies",-1
"1163","falsify",-1
"1164","falsifying",-1
"1165","falsity",-1
"1166","fantastic",1
"1167","fatalities",-1
"1168","fatality",-1
"1169","fatally",-1
"1170","fault",-1
"1171","faulted",-1
"1172","faults",-1
"1173","faulty",-1
"1174","favorable",1
"1175","favorably",1
"1176","favored",1
"1177","favoring",1
"1178","favorite",1
"1179","favorites",1
"1180","fear",-1
"1181","fears",-1
"1182","felonies",-1
"1183","felonious",-1
"1184","felony",-1
"1185","fictitious",-1
"1186","fined",-1
"1187","fines",-1
"1188","fired",-1
"1189","firing",-1
"1190","flaw",-1
"1191","flawed",-1
"1192","flaws",-1
"1193","forbid",-1
"1194","forbidden",-1
"1195","forbidding",-1
"1196","forbids",-1
"1197","force",-1
"1198","forced",-1
"1199","forcing",-1
"1200","foreclose",-1
"1201","foreclosed",-1
"1202","forecloses",-1
"1203","foreclosing",-1
"1204","foreclosure",-1
"1205","foreclosures",-1
"1206","forego",-1
"1207","foregoes",-1
"1208","foregone",-1
"1209","forestall",-1
"1210","forestalled",-1
"1211","forestalling",-1
"1212","forestalls",-1
"1213","forfeit",-1
"1214","forfeited",-1
"1215","forfeiting",-1
"1216","forfeits",-1
"1217","forfeiture",-1
"1218","forfeitures",-1
"1219","forgers",-1
"1220","forgery",-1
"1221","fraud",-1
"1222","frauds",-1
"1223","fraudulence",-1
"1224","fraudulent",-1
"1225","fraudulently",-1
"1226","friendly",1
"1227","frivolous",-1
"1228","frivolously",-1
"1229","frustrate",-1
"1230","frustrated",-1
"1231","frustrates",-1
"1232","frustrating",-1
"1233","frustratingly",-1
"1234","frustration",-1
"1235","frustrations",-1
"1236","fugitive",-1
"1237","fugitives",-1
"1238","gain",1
"1239","gained",1
"1240","gaining",1
"1241","gains",1
"1242","good",1
"1243","gratuitous",-1
"1244","gratuitously",-1
"1245","great",1
"1246","greater",1
"1247","greatest",1
"1248","greatness",1
"1249","grievance",-1
"1250","grievances",-1
"1251","grossly",-1
"1252","groundless",-1
"1253","guilty",-1
"1254","halt",-1
"1255","halted",-1
"1256","hamper",-1
"1257","hampered",-1
"1258","hampering",-1
"1259","hampers",-1
"1260","happiest",1
"1261","happily",1
"1262","happiness",1
"1263","happy",1
"1264","harass",-1
"1265","harassed",-1
"1266","harassing",-1
"1267","harassment",-1
"1268","hardship",-1
"1269","hardships",-1
"1270","harm",-1
"1271","harmed",-1
"1272","harmful",-1
"1273","harmfully",-1
"1274","harming",-1
"1275","harms",-1
"1276","harsh",-1
"1277","harsher",-1
"1278","harshest",-1
"1279","harshly",-1
"1280","harshness",-1
"1281","hazard",-1
"1282","hazardous",-1
"1283","hazards",-1
"1284","highest",1
"1285","hinder",-1
"1286","hindered",-1
"1287","hindering",-1
"1288","hinders",-1
"1289","hindrance",-1
"1290","hindrances",-1
"1291","honor",1
"1292","honorable",1
"1293","honored",1
"1294","honoring",1
"1295","honors",1
"1296","hostile",-1
"1297","hostility",-1
"1298","hurt",-1
"1299","hurting",-1
"1300","ideal",1
"1301","idle",-1
"1302","idled",-1
"1303","idling",-1
"1304","ignore",-1
"1305","ignored",-1
"1306","ignores",-1
"1307","ignoring",-1
"1308","ill",-1
"1309","illegal",-1
"1310","illegalities",-1
"1311","illegality",-1
"1312","illegally",-1
"1313","illegible",-1
"1314","illicit",-1
"1315","illicitly",-1
"1316","illiquid",-1
"1317","illiquidity",-1
"1318","imbalance",-1
"1319","imbalances",-1
"1320","immature",-1
"1321","immoral",-1
"1322","impair",-1
"1323","impaired",-1
"1324","impairing",-1
"1325","impairment",-1
"1326","impairments",-1
"1327","impairs",-1
"1328","impasse",-1
