38,-1.0,miranda claimed to see his eyelashes flicker.
39,0.0,"i was certain she was seeing vibrations from the tube trains rolling a hundred feet below us, but i said nothing."
40,0.1,adam was not a sex toy.
41,0.0,"however, he was capable of sex and possessed functional mucous membranes, in the maintenance of which he consumed half a litre of water each day."
42,1.2999999999999998,"while he sat at the table, i observed that he was uncircumcised, fairly well endowed, with copious dark pubic hair."
43,1.5499999999999998,this highly advanced model of artificial human was likely to reflect the appetites of its young creators of code.
44,0.75,"the adams and eves, it was thought, would be lively."
45,2.9000000000000004,"he was advertised as a companion, an intellectual sparring partner, friend and factotum who could wash dishes, make beds and ""think."
46,0.0,"he could not drive as yet and was not allowed to swim or shower or go out in the rain without an umbrella, or operate a chainsaw unsupervised."
47,1.4,"as for range, thanks to breakthroughs in electrical storage, he could run seventeen kilometres in two hours without a charge or, its energy equivalent, converse non-stop for twelve days."
48,0.25,he had a working life of twenty years.
49,0.45000000000000007,"he was compactly built, square-shouldered, dark-skinned, with thick black hair swept back; narrow in the face, with a hint of hooked nose suggestive of fierce intelligence, pensively hooded eyes, tight lips that, even as we watched, were draining of their deathly yellowish-white tint and acquiring rich human colour, perhaps even relaxing a little at the corners."
50,0.0,"miranda said he resembled ""a docker from the bosphorus."""
51,0.5,"before us sat the ultimate plaything, the dream of ages, the triumph of humanism--or its angel of death."
52,0.25,"exciting beyond measure, but frustrating too."
53,0.0,sixteen hours was a long time to be waiting and watching.
54,0.8,"i thought that for the sum i would handed over after lunch, adam should have been charged up and ready to go."
55,-0.25,it was a wintry late afternoon.
56,0.0,i made toast and we drank more coffee.
57,2.0,"miranda, a doctoral scholar of social history, said she wished the teenage mary shelley was here beside us, observing closely, not a monster like frankenstein's, but this handsome dark-skinned young man coming to life."
58,-0.3999999999999999,i said that what both creatures shared was a hunger for the animating force of electricity.
59,0.25,"she spoke as though she was referring only to herself and me, rather than all of electrochemically charged humanity."
60,0.75,"she was twenty-two, mature for her years and"
61,0.25,ten years younger than me.
62,0.0,"from a long perspective, there was not much between us."
63,0.9,we were gloriously young.
64,0.0,but i considered myself at a different stage of life.
65,0.0,my formal education was far behind me.
66,-0.7,i would suffered a series of professional and financial and personal failures.
67,1.15,"i regarded myself as too hard-bitten, too cynical for a lovely young woman like miranda."
68,1.7000000000000002,"and though she was beautiful, with pale brown hair and a long thin face, and eyes that often appeared narrowed by suppressed mirth, and though in certain moods i looked at her in wonder, i would decided early on to confine her in the role of kind, neighbourly friend."
69,1.6,we shared an entrance hall and her tiny apartment was right over mine.
70,0.65,we saw each other for a coffee now and then to talk about relationships and politics and all the rest.
71,0.85,with pitch-perfect neutrality she gave the impression of being at ease with the possibilities.
72,2.6,"to her, it seemed, an afternoon of intimate pleasure with me would have weighed equally with a chaste and companionable chat."
73,0.5,she was relaxed in my company
74,0.15000000000000002,and i preferred to think that sex would ruin everything.
75,0.75,we remained good chums.
76,0.30000000000000004,but there was something alluringly secretive or restrained about her.
77,1.35,"perhaps, without knowing it, i had been in love with her for months."
78,0.6,without knowing it?
79,-0.5,what a flimsy formulation that was!
80,0.0,"reluctantly, we agreed to turn our backs on adam and on each other for a while."
81,0.0,"miranda had a seminar to attend north of the river, i had emails to write."
82,-0.6,"by the early seventies, digital communication had discarded its air of convenience and become a daily chore."
83,-0.75,likewise the 250 mph trains--crowded and dirty.
84,0.0,"speech-recognition software, a fifties miracle, had long turned to drudge, with entire populations sacrificing hours each day to lonely soliloquising."
85,0.0,brain--
86,2.65,"machine interfacing, wild fruit of sixties optimism, could barely arouse the interest of a child."
87,0.75,"what people queued the entire weekend for became, six months later, as interesting as the socks on their feet."
88,-0.25,"what happened to the cognition-enhancing helmets, the speaking fridges with a sense of smell?"
89,-0.4,"gone the way of the mouse pad, the filofax, the electric carving knife, the fondue set."
90,0.0,the future kept arriving.
91,1.05,"our bright new toys began to rust before we could get them home, and life went on much as before."
92,-0.75,would adam become a bore?
93,-0.7999999999999999,"it is not easy, to dictate while trying to ward off a bout of buyer's remorse."
94,0.9,"surely other people, other minds, must continue to fascinate us."
95,0.5,"as artificial people became more like us, then became us, then became more than us, we could never tire of them."
96,0.35,they were bound to surprise us.
97,-0.75,they might fail us in ways that were beyond our imagining.
98,-1.25,"tragedy was a possibility, but not boredom."
99,0.7,what was tedious was the prospect of the user's guide.
100,0.0,instructions.
101,0.25,my prejudice was that any machine that could not tell you by its very functioning how it should be used was not worth its keep.
102,0.0,"on an old-fashioned impulse, i was printing out the manual, then looking for a folder."
103,0.0,"all the while, i continued to dictate emails."
104,0.0,"i could not think of myself as adam's ""user."
105,-0.5,but the manual in my hands had fallen open at chapter fourteen.
106,0.0,here the english was plain: preferences; personality parameters.
107,0.0,then a set of headings--agreeableness.
108,0.0,extraversion.
109,0.5,openness to experience.
110,0.0,conscientiousness.
111,0.5,emotional stability.
112,0.8,the list was familiar to me.
113,0.4,the five factor model.
114,0.8,"educated as i was in the humanities, i was suspicious of such reductive categories, though i knew from a friend in psychology that each item had many subgroups."
115,0.0,glancing at the next page i saw that i was supposed to select various settings on a scale of one to ten.
116,0.8,i would been expecting a friend.
117,0.30000000000000004,"i was ready to treat adam as a guest in my home, as an unknown i would come to know."
118,0.0,i would thought he would arrive optimally adjusted.
119,0.15000000000000002,factory settings--a contemporary synonym for fate.
120,0.0,"my friends, family and acquaintances all had appeared in my life with fixed settings, with unalterable histories of genes and environment."
121,1.35,i wanted my expensive new friend to do the same.
122,-0.25,why leave it to me?
123,0.0,but of course i knew the answer.
124,0.0,not many of us are optimally adjusted.
125,1.0,gentle jesus?
126,0.6,humble darwin?
127,0.0,"one every 1,800 years."
128,-0.25,"even if it knew the best, the least harmful parameters of personality, which it could not, a worldwide corporation with a precious reputation could not risk a mishap."
129,0.0,caveat emptor.
130,1.65,god had once delivered a fully formed companion for the benefit of the original adam.
131,0.0,i had to devise one for myself.
132,-0.75,here was extraversion and a graded set of childish statements.
133,1.75,he loves to be the life and soul of the party and he knows how to entertain people and lead them.
134,-0.65,"and at the bottom, he feels uncomfortable around other people and he prefers his own company."
135,2.0,"here in the middle was, he likes a good party but he is always happy to come home."
136,0.0,this was me.
137,0.0,but should i be replicating myself?
138,0.0,if i was to choose from the middle of each scale i might devise the soul of blandness.
139,0.6,extraversion appeared to include its antonym.
140,-0.10000000000000009,"there was a long adjectival list with boxes to tick: outgoing, shy, excitable, talkative, withdrawn, boastful, modest, bold, energetic, moody."
141,0.0,"i wanted none of them, not for him, not for myself."
142,-2.1,"apart from my moments of crazed decisions, i passed most of my life, especially when alone, in a state of mood neutrality, with my personality, whatever that was, in suspension."
143,-0.55,"not bold, not withdrawn."
144,1.05,"simply here, neither content nor morose, but carrying out tasks, thinking about dinner or sex, staring at the screen, taking a shower."
145,-0.75,"intermittent regrets about the past, occasional forebodings about the future, barely aware of the present, except in the obvious sensory realm."
146,-0.5,"psychology, once so interested in the trillion ways the mind goes awry, was now drawn to what it considered the common emotions, from grief to joy."
147,-2.9499999999999997,"but it had overlooked a vast domain of everyday existence: absent illness, famine, war or other stresses, a lot of life is lived in the neutral zone, a familiar garden, but a grey one, unremarkable, immediately forgotten, hard to describe."
148,0.0,"at the time, i was not to know that these graded options would have little effect on adam."
149,0.8,"the real determinant was what was known as ""machine learning."""
150,0.6,"the user's handbook merely granted an illusion of influence and control, the kind of illusion parents have in relation to their children's personalities."
151,2.1,it was a way of binding me to my purchase and providing legal protection for the manufacturer.
152,0.25,"allow yourself several weeks, if necessary."""
153,0.0,i let half an hour pass before i checked on him again.
154,0.0,no change.
155,0.6,"still at the table, arms pushed out straight before him, eyes closed."
156,1.05,"but i thought his hair, deepest black, was bulked out a little and had acquired a certain shine, as though he would just had a shower."
157,1.85,"stepping closer, i saw to my delight that though he was not breathing, there was, by his left breast, a regular pulse, steady and calm, about one a second by my inexperienced guess."
158,1.0,how reassuring.
159,0.0,"he had no blood to pump around, but this simulation had an effect."
160,-0.5,my doubts faded just a little.
161,-0.25,"i felt protective towards adam, even as i knew how absurd it was."
162,0.75,"i stretched out my hand and laid it over his heart and felt against my palm its calm, iambic tread."
163,-0.5,i sensed i was violating his private space.
164,1.2000000000000002,these vital signs were easy to believe in.
165,0.6,"the warmth of his skin, the firmness and yield of the muscle below it"
166,-1.5,"it was eerie, to be standing by this naked man, struggling between what i knew and what i felt."
167,-0.6,"i walked behind him, partly to be out of range of eyes that could open at any moment and find me looming over him."
168,0.6,he was muscular around his neck and spine.
169,-0.6,dark hair grew along the line of his shoulders.
170,0.6,his buttocks displayed muscular concavities.
171,-0.25,"below them, an athlete's knotted calves."
172,0.8,i had not wanted a superman.
173,-1.25,i regretted once more that i would been too late for an eve.
174,0.6,"on my way out of the room i paused to look back and experienced one of those moments that can derange the emotional life: a startling realisation of the obvious, an absurd leap of understanding into what one already knows."
175,0.0,i stood with one hand resting on the doorknob.
176,0.4,"it must have been adam's nakedness and physical presence that prompted the insight, but i was not looking at him."
177,0.0,it was the butter dish.
178,0.0,"also, two plates and cups, two knives and two spoons scattered across the table."
179,0.0,the remains of my long afternoon with miranda.
180,0.0,"two wooden chairs were pushed back from the table, turned companionably towards each other."
181,0.0,we had become closer this past month.
182,0.0,we talked easily.
183,0.25,i saw how precious she was to me and how carelessly i could lose her.
184,0.0,i should have said something by now.
185,0.5,i would taken her for granted.
186,-0.35,"some unfortunate event, some person, a fellow student, could get between us."
187,-0.5,"her face, her voice, her manner, both reticent and clear-headed, were sharply present."
188,-0.75,"the feel of her hand in mine, that lost, preoccupied manner she had."
189,0.30000000000000004,"yes, we had become very close and i would failed to notice it was happening."
190,-1.0,i was an idiot.
191,0.0,i had to tell her.
192,0.0,"i went back into my office, which doubled as my bedroom."
193,-0.25,between the desk and the bed there was enough space in which to walk up and down.
194,0.0,that she knew nothing about my feelings
195,-0.75,was now an anxious matter.
196,-1.25,"describing them would be embarrassing, perilous."
197,1.3,"she was a neighbour, a friend, a kind of sister."
198,0.0,i would be addressing a person i did not yet know.
199,-0.25,"she would be obliged to step out from behind a screen, or remove a mask and speak to me in terms i had never heard from her."
200,-0.5,i am so sorry...
201,0.5,i like you very much
202,0.0,"but, you see ..."
203,-0.75,or she would be horrified.
204,-0.5,"or, just possibly, overjoyed to hear the one thing she had longed for, or to say herself but dreaded rejection."
205,0.75,"by chance, we were currently both free."
206,0.0,"she must have thought about it, about us."
207,0.0,it was not an impossible fantasy.
208,0.0,i would have to tell her face to face.
209,-0.75,unbearable.
210,-0.5,unavoidable.
211,0.0,"and so it went on, in tightening cycles."
212,-0.5,"restless, i went back next door."
213,0.4,"i saw no change in adam as i brushed past to get to the fridge, where there was a half-full bottle of white bordeaux."
214,0.0,i sat facing him and raised my glass.
215,0.75,to love.
216,0.8,"this time, i felt less tenderness."
217,0.25,"i saw adam for what it was, an inanimate confection whose heartbeat was a regular electrical discharge, whose skin warmth was mere chemistry."
218,0.5,"when activated, some kind of microscopic balance-wheel device would prise open his eyes."
219,-0.75,"he would seem to see me, but he would be blind."
220,-0.75,not even blind.
221,-0.25,"when it kicked in, another system would give a semblance of breath, but not of life."
222,0.75,a man newly in love knows what life is.
223,0.6,"with the inheritance, i could have bought a place somewhere north of the river, notting hill, or chelsea."
224,0.6,she might even have joined me.
225,0.0,she would have had space for all the books that were boxed up in her father's garage in salisbury.
226,1.2,"i saw a future without adam, the future that was mine until yesterday: an urban garden, high ceilings with plaster mouldings, stainless-steel kitchen, old friends to dinner."
227,0.0,books everywhere.
228,0.0,what to do?
229,-0.75,"i could take him, or it, back, or sell it online and take a small loss."
230,-0.75,i gave it a hostile look.
231,-0.25,"the hands were palms down on the table, the hawkish face remained angled towards the hands."
232,0.15000000000000005,my foolish infatuation with technology!
233,0.0,another fondue set.
234,-1.7000000000000002,best to get away from the table before i impoverished myself with a single swipe of my father's old claw hammer.
235,-0.65,"i drank no more than half a glass, then i returned to the bedroom to distract myself with the asian currency markets."
236,0.0,all the while i listened out for footsteps in the flat above me.
237,-1.1,"late into the evening, i watched tv to catch up on the task force that would soon set off across 8,000 miles of ocean to recapture what we then called the falkland islands."
238,-0.35,"at thirty-two, i was completely broke."
239,-0.8,wasting my mother's inheritance on a gimmick was only one part of my problem--but typical of it.
240,1.25,"whenever money came my way, i caused it to disappear, made a magic bonfire of it, stuffed it into a top hat and pulled out a turkey."
241,0.0,"often, though not in this recent case, my intention was to conjure a far larger sum with minimal effort."
242,0.0,"i was a mug for schemes, semilegal ruses, cunning shortcuts."
243,1.5,i was for grand and brilliant gestures.
244,0.0,others made them and flourished.
245,0.55,"they borrowed money, put it to interesting use and remained enriched even as they settled their debts."
246,0.6,"or they had jobs, professions, as i once had, and enriched themselves more modestly, at a steady rate."
247,-0.5,"i meanwhile leveraged or, rather, shorted myself into genteel ruin, into two damp ground-floor rooms in the dull no-man'sland of edwardian terraced streets between stockwell and clapham, south london."
248,0.6,"i grew up in a village near stratford, warwickshire, the only child of a musician father and community-nurse mother."
249,0.6,"compared to miranda's, my childhood was culturally undernourished."
250,0.6,"i here was no time or space for books, or even music."
251,1.0,"i took a precocious interest in electronics but ended up with an anthropology degree from an unregarded college in the south midlands; i did a conversion course to law and, once qualified, specialised in tax."
252,-0.44999999999999996,"a week after my twenty-ninth birthday i was struck off, and came close to a short spell in prison."
253,1.2,my hundred hours of community service convinced me that i should never have a regular job again.
254,0.2500000000000001,i made some money out of a book i wrote at high speed on artificial intelligence: lost to a life-extension-pill scheme.
255,-0.1,i made a reasonable sum on a property deal: lost to a car-rental scheme.
256,0.25,i was left some funds by a favourite uncle who had proswhispered by way of a heat-pump patent:
257,-0.85,lost to a medical-insurance scheme.
258,0.6,"at thirty-two, i was surviving by playing the stock and currency markets online."
259,0.4,"a scheme, just like the rest."
260,-1.25,"for seven hours a day i bowed before my keyboard, buying, selling, hesitating, punching the air one moment, cursing the next, at least at the beginning."
261,0.0,"i read market reports, but i believed i was dealing in a random system and mostly relied on guesses."
262,0.8,"sometimes i leaped ahead, sometimes i plunged, but on average through the year i made about as much as the postman."
263,1.35,"i paid my rent, which was low in those days, ate and dressed well enough and thought i was beginning to stabilise, learning to know myself."
264,1.65,i was determined that my thirties would be a superior performance to my twenties.
265,1.8,but my parents' pleasant family home was sold just as the first convincing artificial person came on the market.
266,0.5,"robots, androids, replicates were my passion, even more so after my research for the book."
267,0.09999999999999998,"prices were bound to fall, but i had to have one straight away, an eve by preference, but an adam would do."
268,0.0,it could have turned out differently.
269,0.55,"my previous girlfriend, claire, was a sensible person who trained to be a dental nurse."
270,0.65,she worked in a harley street practice and she would have talked me out of adam.
271,0.0,"she was a woman of the world, of this one."
272,0.0,she knew how to arrange a life.
273,0.0,and not only her own.
274,-1.75,but i offended her with an act of undeniable disloyalty.
275,0.25,"she disowned me in a scene of regal fury, at the end of which she threw my clothes out into the street."
276,0.0,lime grove.
277,-0.25,she never spoke to me again and belonged at the top of my list of errors and failures.
278,0.8,she could have saved me from myself.
279,0.0,but.
280,1.1,"in the interests of balance, let that unsaved self speak up."
281,0.6,i did not buy adam to make money.
282,-0.6,on the contrary.
283,1.0,my motives were pure.
284,2.55,"i handed over a fortune in the name of curiosity, that steadfast engine of science, of intellectual life, of life itself."
285,-0.25,i his was no passing fad.
286,0.8,"there was a history, an account, a time-deposit, and i had a right to draw on it."
287,0.35,electronics and anthropology--distant cousins whom late modernity has drawn together and bound in marriage.
288,0.6,the child of that coupling was adam.
289,0.0,"so, i appear before you, witness for the defence, after school, 5 p.m., typical specimen for my time--short trousers, scabby knees, freckles, short back and sides, eleven years old."
290,0.0,"i m first in line, waiting for the lab to open and for ""wiring club to begin."
291,1.0,"presiding is mr. cox, a gentle giant with carroty hair who teaches physics."
292,0.1,my project is to build a radio.
293,1.0,"its an act of faith, an extended prayer that has taken many weeks."
294,0.0,"i have a base of hardboard, six inches by nine, easily drilled."
295,0.0,colours are everything.
296,1.2,"blue, red, yellow and white wires run their modest courses around the board, turning at right angles, disappearing below to emerge elsewhere and be interrupted by bright nodules, tiny vividly striped cylinders-- capacitors, resistors--then an induction coil i have wound myself, then an op-amp."
297,1.0,i understand nothing.
298,-0.5,i follow a wiring diagram as a novice might murmur scripture.
299,0.0,mr. cox gives softly spoken advice.
300,0.0,"i clumsily solder one piece, one wire or component, to another."
301,-0.6,the smoke and smell of solder is a drug i inhale deeply.
302,0.6,"i include in my circuit a toggle switch made of bakelite which, i have persuaded myself, came out of a fighter plane, a spitfire surely."
303,-0.6,"the final connection, three months after my beginning, is from this piece of dark brown plastic to a nine-volt battery."
304,-0.5,"it is a cold, windy dusk in march."
305,0.0,other boys are hunched over their projects.
306,1.35,"we are twelve miles away from shakespeare's hometown, in what will come to be known as a ""bogstandard"" comprehensive school."
307,1.0,"an excellent place, in fact."
308,0.0,the fluorescent ceiling lights come on.
309,0.0,mr. cox is on the far side of the lab with his back turned.
310,0.30000000000000004,i do not want to attract his attention in case of failure.
311,0.0,i throw the switch and--
312,0.5,miracle-- hear the sound of static.
313,0.44999999999999996,"i jiggle the variable-tuning capacitor: music, terrible music, as i think, because violins are involved."
314,1.0,"then comes the rapid voice of a woman, not speaking english."
315,0.5,"no one looks up, no one is interested."
316,0.9,building a radio is nothing special.
317,-0.8,"but i am speechless, close to tears."
318,0.6,no technology since will amaze me as much.
319,0.25,"electricity, passing through pieces of metal carefully arranged by me, snatches from the air"
320,-0.25,the voice of a foreign lady sitting somewhere far away.
321,0.5,her voice sounds kindly.
322,0.0,she is not aware of me.
323,1.8,"i will never learn her name or understand her language, and never meet her, not knowingly."
324,0.65,"my radio, with its irregular blobs of solder on a board, appears no less a wonder than consciousness itself arising from matter."
325,0.85,"brains and electronics were closely related, so i discovered through my teens as i built simple computers and programmed them myself."
326,-0.5,then complicated computers.
327,0.25,"electricity and bits of metal could add up numbers, make words, pictures, songs, remember things and even turn speech into writing."
328,0.25,"when i was seventeen, peter cox persuaded me to study physics at a local college."
329,-0.5,within a month i was bored and looking to change.
330,0.0,"the subject was too abstract, the maths was beyond me."
331,0.25,and by then i would read a book or two and was taking an interest in imaginary people.
332,0.5,"heller's catch-18, fitzgerald's the high-bouncing lover, orwell's the last man in europe,"
333,0.0,lolstoy's all's
334,0.8,well
335,0.0,that ends
336,0.0,well--i did not get much further and
337,0.6,yet i saw the point of art.
338,0.0,it was a form of investigation.
339,0.25,"but i did not want to study literature--too intimidating, too intuitive."
340,0.6,"a single-sheet course summary i picked up in the college library announced anthropology as ""the science of people in their societies through space and time."
341,0.25,"systematic study, with the human factor thrown in."
342,0.0,i signed up.
343,-0.19999999999999996,the first thing to learn: my course was pitifully underfunded.
344,0.09999999999999998,"no bunking off for a year to the trobriand islands, where, i read, it was taboo to eat in front of others."
345,0.85,"it was good manners to eat alone, with your back turned to friends and family."
346,0.0,the islanders had spells to make ugly people beautiful.
347,0.8,children were actively encouraged to be sexual with each other.
348,0.25,yams were the viable currency.
349,0.5,women determined the status of men.
350,-0.75,how strange and bracing.
351,0.4,my view of human nature had been shaped by the mostly white population crammed into the southern quarter of england.
352,0.25,now i was set free into bottomless relativism.
353,0.25,"at the age of nineteen i wrote a wise essay on honour cultures entitled ""mind-forged manacles?"
354,1.0,what did i know or care?
355,-1.0,there were places where rape was so common it did not have a name.
356,-1.35,a young father's throat was cut for failing in his duties to an ancient feud.
357,-0.15000000000000002,here was a family eager to kill a daughter for being seen holding hands with a lad from the wrong religious group.
358,0.4,"there, elderly women keenly assisted in the genital mutilation of their granddaughters."
359,1.9,what of the instinctive parental impulses to love and protect?
360,-0.25,the cultural signal was louder.
361,0.4,what of universal values?
362,0.0,upended.
363,0.5,nothing like this in stratford-upon-avon.
364,0.5,"it was all about the mind, the tradition, the religion--nothing but software, i now thought, and best regarded in value-free terms."
365,0.0,anthropologists did not pass judgement.
366,0.25,they observed and reported on human variety.
367,1.0,they celebrated difference.
368,0.050000000000000044,what was wicked in warwickshire was unremarkable in papua new guinea.
369,0.0,"locally, who was to say what was good or bad?"
370,0.0,certainly not a colonial power.
371,-0.7,"i derived from my studies some unfortunate conclusions about ethics which led me a few years later to the dock in a county court, accused of conspiring with others to mislead the tax authorities on a grand scale."
372,0.5,i did not attempt to persuade his honour that far from his court might be a coconut beach where such conspiracy was respected.
373,0.0,"instead, i came to my senses just before i addressed the judge."
374,0.8,"morals were real, they were true, good and bad inhered in the nature of things."
375,0.0,our actions must be judged on their terms.
376,0.0,this was what i would assumed before anthropology came along.
377,-0.6,"in quavering, hesitant tones i apologised abjectly to the court and dodged a custodial sentence."
378,0.4,"when i entered the kitchen in the morning, later than usual, adam's eyes were open."
379,-0.85,"they were pale blue, flecked with minuscule vertical rods of black."
380,0.5,"the eyelashes were long and thick, like a child's."
381,0.0,but his blink mechanism had not yet kicked in.
382,-0.5,"it was set at irregular intervals and adjusted for mood and gestures, and primed to react to the actions and speech of others."
383,-0.5,"reluctantly, i would read the handbook into the night."
384,0.85,he was equipped with a blink reflex to protect his eyes from flying objects.
385,-0.75,"at present, his gaze was empty of meaning or intent and therefore unaffecting, as lifeless as the stare of a shop-window mannequin."
386,1.0,"so far, he was showing none of the fractional movements that warmly typify the human head."
387,0.0,"elsewhere, no body language at all."
388,0.6,"when i felt for the pulse in his wrist, i found nothing--a heartbeat without a pulse."
389,-0.5,"his arm was heavy to lift, resistant at the elbow joint, as though rigor mortis was about to set in."
390,0.0,i turned my back on him and made coffee.
391,0.0,miranda was on my mind.
392,0.0,everything had changed.
393,0.0,nothing had changed.
394,0.0,"during my near-sleepless night, i would remembered that she was visiting her father."
395,0.6,she would have gone straight to salisbury from her seminar.
396,-0.25,"i saw her on her train from waterloo, sitting with an unread book on her lap, staring at the rushing landscape, the dip and rise of telephone lines, not thinking of me."
397,0.0,or thinking only of me.
398,0.25,or recalling a boy at her seminar who'd tried to out-stare her.
399,0.0,i watched the tv news on my phone.
400,1.5,a brilliant mosaic in sound and sparkling seaside light.
401,0.0,portsmouth.
402,-0.04999999999999993,the task force ready to depart.
403,0.0,"most of the country was in a dream-theatre, in historical dress."
404,-0.25,late medieval.
405,0.0,seventeenth century.
406,0.0,early nineteenth.
407,0.0,"ruffs, hose, hooped skirts, powdered wigs, eyepatch, wooden legs."
408,0.0,accuracy was unpatriotic.
409,1.05,"historically, we were special and the fleet was bound for success."
410,-1.7,"tv and press encouraged a vague collective memory of enemies defeated-- the spanish, the dutch, the germans twice this century, the french from agincourt to waterloo."
411,0.0,a fly-past by fighter jets.
412,0.7000000000000001,"a young man in combat gear, fresh out of sandhurst, narrowed his eyes as he told an interviewer of the difficulties ahead."
413,1.55,a superior officer spoke of his men's unshakeable resolve.
414,-0.75,"i was moved, even as i disliked it."
415,-0.25,"when a massed band of highland pipers marched towards their ship's gangplank, my spirits swelled."
416,1.1,"then back to the studio for charts, arrows, logistics, objectives, sane voices in agreement."
417,0.5,for diplomatic moves.
418,0.1,for the prime minister in her trim blue suit on the steps of downing street.
419,0.0,"i warmed to it, even though i often declared myself against it all."
420,0.5,i loved my country.
421,0.5,"what a venture, what wild courage."
422,0.0,eight thousand miles.
423,-0.25,what decent people putting their lives at risk.
424,0.1,"i took a second coffee next door, made the bed to give the room the appearance of a workplace, and sat down to reflect a while on the state of the world's markets."
425,0.09999999999999998,the prospect of war had sent the ftse down a further one per cent.
426,0.29999999999999993,"still in patriotic mood, i assumed an argie defeat and took a position on a toy and novelty group that made union jacks on sticks for people to wave."
427,0.5,"i also invested in two champagne importers, and bet on a big recovery generally."
428,0.0,merchant-navy ships had been requisitioned to transport troops to the south atlantic.
429,1.4500000000000002,a friend who worked in asset management in the city told me that his company was predicting that some would be sunk.
430,0.5,it made sense to short the major players in the insurance markets and invest in south korean shipbuilders.
431,-0.5,i was in no mood for such cynicism.
432,-1.35,"my desktop computer, bought second-hand from a brixton junk shop, dated from the mid-sixties and was slow."
433,0.0,it took me an hour to arrange the position on the flag-maker.
434,0.4,i would have been quicker if i would had my thoughts under control.
435,0.0,"when i was not thinking about miranda and listening out for her footsteps in the flat above me, i was thinking about adam and whether i should sell him off or start making decisions about his personality."
436,0.0,i sold sterling and thought more about adam.
437,0.5,i bought gold and thought again about miranda.
438,0.0,i sat on the lavatory and wondered about swiss francs.
439,1.1,over a third coffee i asked myself what else a victorious nation might spend its money on.
440,0.0,beef.
441,0.0,pubs.
442,0.0,i v sets.
443,0.25,"i took positions on all three and felt virtuous, a part of the war effort."
444,0.0,soon it was time for lunch.
445,0.0,i sat facing adam again while i ate a cheese and pickle sandwich.
446,0.0,any further signs of life?
447,0.0,not at first glance.
448,-1.0,"his gaze, directed over my left shoulder, was still dead."
449,0.0,no movement.
450,0.25,but five minutes later i glanced up by chance and was actually looking at him when he began to breathe.
451,0.75,"i heard first a series of rapid clicks, then a mosquito-like whine as his lips parted."
